mcc,merch_name,dispute_counts,all_transaction_counts
8931,FREETAXUSA.COM,5,1615
8999,HYRECAR,15,1215
8999,PAYPAL *ANAWRIGHT19,1,1
8999,PAYPAL *DEBBIEBONNE,2,2
8999,PAYPAL *MZ0F9R,1,6
8999,PAYPAL *QWONG6060,1,1
8999,"SQ *TEGSCO, LLC",1,8
9399,TUSCALOOSA HOUSING AUTHOR,1,2
0000,DD:Albert Genius-EDI PYMN,1,28
0000,DD:Innago LLC-Innago LLC,1,4
0000,DD:PROG DIRECT I-RETRY PY,1,8
0000,EFT:12153583,1,2
0000,EFT:12911177,1,1
0742,OAKLAND FS CLINIC,2,4
3001,AMERICAN AIR0017509732570,1,1
3174,JETBLUE     2797509024311,1,1
3508,QUALITY INN MERCED,1,2
3510,DAYS HOTEL BUFFALO AIRPOR,1,6
3510,DAYS INN AND SUITES,2,121
3644,CIGA HOTELS,1,1
3813,HOTEL INDIGO-DEL MAR,2,2
4121,LYFT   *RIDE FRI 10PM,14,1731
4121,LYFT   *RIDE TUE 1AM,7,470
4214,ALL STAR SHIPPERS LLC,1,1
4215,FEDEX 390996731039,1,1
4722,PRICELN*CAESARS PALACE,1,1
4812,PAYPAL *SIM UNLOCKR,1,14
4829,CASH APP*ANASTACIA,1,2
4829,CASH APP*GEMINI,1,2
4829,CASH APP*JOURNEY,1,1
4829,CASH APP*KY LOVE*AD,2,10
4829,SENECA ALLEGANY SENECA AL,1,2
5047,PPE STOCK,1,2
5200,THE HOME DEPOT #6509,2,4
5310,DOLLAR GENERAL # FANNETTE,1,11
5310,WAL Wal-Mart Store 020483,1,1
5310,WAL-MART #2865Wal-Mart St,2,133
5331,DOLLAR-GENERAL #1199,2,3
5331,FAMILY DOLLAR #15143156 T,2,42
5331,KING DOLLAR #3,1,10
5399,CREATINGUNKAMEN.COM,1,2
5399,VANCE BUSINESS INVESTM,1,2
5411,FRYS-FOOD-DRG #05771 THUN,3,62
5411,WAL Wal-Mart Super 011978,1,1
5411,WAL Wal-Mart Super 041245,1,4
5411,WAL Wal-Mart Super 220723,1,3
5411,WAL Wal-Mart Super 341846,1,1
5411,WAL Wal-Mart Super 511195,1,5
5411,WAL Wal-Mart Super 550512,1,3
5411,WAL-MART #1334100 SOUTH R,1,47
5411,WAL-MART #15107625 DOERIN,1,147
5499,CORNER MART,1,60
5499,COUNTRY LIQUOR,4,24
5499,KARTAAR AAG INC,2,63
5499,NNT CEDARTOWN GROCE960678,1,1
5499,NNT CHOICE CONVENIE380399,1,1
5499,NNT MI TIENDITA    071112,1,1
5499,NOOTROPICS DEPOT,1,49
5499,NWS EXPRESS STOP #1271413,1,1
5499,ONE STOP MARKET6702 W IND,3,101
5499,S S Mini Mart/1498 Live O,1,7
5499,SAM'S MINI MART,2,36
5532,FIRESTONE654825,1,1
5533,AUTOZONE  2740 5609 E  SP,1,11
5541,7-ELEVEN18461 ROSCOE,1,13
5541,7-ELEVEN2312 EASLEY HWY,1,52
5541,7-ELEVEN3000 49TH ST NORT,1,19
5541,BEST STOP #3,1,18
5541,BP#8259103CENTRAL PIT ST,1,40
5541,CIRCLE K # 01444,1,11
5541,CITGO UNITED FOO,1,40
5541,CK 2722842,2,34
5541,DANDY MART #32-CITGOT #32,1,4
5541,FAST STOP 15,1,56
5541,J AND A GAS MART INC,1,32
5541,KWIKSERV #2,1,19
5541,MURPHY5782ATWALMART,1,16
5541,NNT AMAR BEER WINE 170230,1,1
5541,NNT CARSON MART    772661,1,1
5541,PETES #42,1,27
5541,QT 721,1,11
5541,RACEWAY6713,1,24
5541,"RIVERSIDE BREW GAS, COFF2",1,30
5541,SHEETZ 0589   00005892,2,7
5541,SHELL OIL 10071682008,1,10
5541,SHELL OIL 57544363708,1,9
5541,SHELL SERVICE STATION5920,1,32
5541,SUNOCO 01232776003 GATEWA,2,12
5541,SUPER QUIK  2,2,14
5542,ARCO#83105MY COMPANY INC,1,5
5542,CENEX KC MO PE09889916,1,1
5542,EXXONMOBIL    48077150,1,3
5542,FARNSWORTH VALERO,1,5
5542,QT 170 OUTSIDE,1,14
5542,WM SUPERCENTER #Wal-Mart,4,2258
5621,CNS 10 SPOT #19    762447,1,1
5621,ROMWE.COM,5,824
5621,RUE21 #1496,2,2
5651,FACTORY CONNECTION 019,1,1
5651,WL VON MAUR,1,4
5699,PAYPAL *HAN SISI EBAY HAN,1,17
5722,BISSELL*BISSELL.COM,2,62
5732,HERN IT LLC,2,32
5732,PAYPAL *PREPLAYELEC EBAY,1,5
5734,GOOGLE *YouNow,1,14
5734,GOOGLE *google play,1,102
5812,4 SONS PIZZERIA #2,1,4
5812,BEGGARS PIZZA - 01,1,17
5812,MIGUELITOS TACOS,1,1
5812,POSTMATES A7317 HATTIE,1,1
5812,RED LOBSTER 0745,1,2
5812,SQ *SILVESTRE FORT WASHIN,1,4
5812,YUEN BARBEQUE RESTAURANT,1,8
5814,BURGER KING #12033,2,11
5814,BURGER KING #4432,1,28
5814,BURGER KING #6954,1,30
5814,BURGER KING #8729,1,30
5814,CHURCH S CHICKEN 1054,1,9
5814,DAIRY QUEEN #15844,1,40
5814,EXOTIC WINGS,1,2
5814,JACK IN THE BOX 3588,1,8
5814,MCDONALD'S F15267,1,28
5814,MCDONALD'S F21339,1,71
5814,MCDONALD'S F22396,1,49
5814,MCDONALD'S F22708,1,10
5814,MCDONALD'S F7,1,63
5814,STARBUCKS STORE 03434,2,9
5814,TACO BELL #029509,2,36
5814,TAQUERIA TAXCO,1,22
5814,VENDING VENDING US,1,20
5814,WENDYS 615,1,38
5816,GOOGLE*GAMEVIL,1,37
5816,GOOGLE*YOUTUBE SUPER,1,107
5817,GOOGLE*PLAYRIX GAMES,3,79
5817,etrackerbee.com,1,33
5818,AMZNFreeTime*5H1CA9M83,1,1
5818,Prime Video*474U12OD3,1,1
5818,Prime Video*4L9ON6RR3,1,1
5912,CVS/PHARMACY #09 09299--1,1,18
5912,WALGREENS STORE 7202 N 30,1,50
5921,JACKSON BOTTLE SHOPPE,1,25
5921,M AND D LIQUORS501 S CLIN,1,13
5921,MERWIN LIQUORS MAPLEWOOD,1,42
5921,OMO STERLING PALACE182951,1,1
5933,CASH AMERICA #3157,1,10
5941,BASS PRO STORE INDEPEN,1,19
5941,BIG DADDY UNLIMITED,1,11
5941,GUNMAGWAREHOUSE.COM,1,130
5941,SP * TRAPPERNET,1,3
5942,AMZN MKTP US*0T6JA4LO3 AM,1,1
5942,AMZN Mktp US*AJ24U5V33,1,1
5942,AMZN Mktp US*NW3695ZT3,1,1
5942,AMZN Mktp US*OB4YF33Z3,1,1
5942,AMZN Mktp US*S23EH9QK3,1,1
5945,PAYPAL *LUMIDAVE35 EBA,1,2
5967,MASHELP4.COM,1,29
5967,wset.com    8009161305,1,23
5968,Amazon Prime*F02V686M3,1,1
5968,Amazon Prime*M71JN9JX3,1,1
5968,Audible*S18BP16F3,1,1
5968,NATURALSLIMBESTDIETARY,1,4
5968,XTREMEMUSCLEBULK.TRIAL,1,1
5977,PAYPAL *KIRAHGLOWGM,1,1
5993,CIGARETTE & VAPE8055 ELK,1,14
5999,PAYPAL *KINGSRXWHOL EBAY,1,1
6011,5131 CHESTER-C13995131 CH,1,12
6011,60880LAMRCBOSSI777 MARGAR,2,7
6011,7ELEVEN-FCTI104 N. SAN JA,1,19
6011,7ELEVEN-FCTI128 VILLAGE A,2,4
6011,AM MINI MART-4615056524 W,2,10
6011,BLUE RIVER F-3154511239 R,1,2
6011,BLUHMS SHOPP-R02019311346,1,9
6011,C3249541001 GREENMOUNT AV,8,22
6011,CHASE1585 W EL CAMINO AVE,1,22
6011,CHASE2293 KINGSLEY AVE,1,1
6011,COTTAGE GROV-1691148058 S,1,35
6011,Cardtronics C2SJ200 E  DA,5,26
6011,Cardtronics CCS1 161  NE,2,14
6011,Cardtronics CCS1203  ROOS,1,32
6011,Cardtronics CCSP25011 ALL,8,70
6011,Cardtronics CCSP3190 ZELD,1,19
6011,DISCOUNT FOO-K5366109931,1,12
6011,MJI11785 ARNOLD DRIVE,2,2
6011,P4532961976 MICHIGAN AVE,1,4
6011,PAI ISO63 MIDDLE STREET,2,2
6011,PNC BANKPANTRY 1 TRENTON-,1,98
6011,ROYAL ATHENS-K384297645 D,1,15
6011,SABER MARKET-K3166574807,1,10
6011,SHOPPERS VAL-309779302 S.,1,6
6011,SUGAR HILL DELI524 W 145,1,4
6011,Tumara Food Shell2941 E 8,1,24
6011,U.S. BANKQUIKTRIP #636,2,51
6011,USAACATM195501  WESLEYAN,2,18
6011,Walmart Supercenter 16091,2,13
6011,Wells Fargo Ban4200 MCCUL,1,1
6011,Wells Fargo Ban800 WOLCOT,2,6
6011,Wesco Fremont 144878 MAPL,2,7
6051,COINMAMA BBT79537916,1,1
6051,COINMAMA BBT79744586,1,1
6051,xcoins.com+ XC6B0AC763,1,1
6300,A MAX AUTO INSURANCE,1,35
7273,DS-TSD.COM,3,120
7273,NDWDSV.COM,1,6
7273,NETABNK.COM,6,65
7273,YXOIV.COM,2,13
7349,PP*PERFECTIONC,1,1
7513,U-HAUL MOVING & STORAGE A,4,232
7513,UHL*GILMORE SUPPLY,1,1
7538,TAKE 5 OIL CHANGE 206,1,2
7800,PALOT CITY GAS AND DIESEL,1,1
7929,ONLINE DIVORCE TECHNOLOGY,1,44
7994,FUNZPOINTS-5MBR52CGR,1,1
7994,GAMERSALOON,1,55
7994,funzpoints-5m9fpyh2v,1,1
7994,funzpoints-5m9mhgumy,1,1
7994,funzpoints-5mfuc5wwk,1,1
7994,funzpoints-5mo3sskhi,1,1
8249,ELITE MEDICAL A,1,3
8699,WC *MON VALUEPLUS,1,82
8931,FRONTLINE ASSET - TBI,1,7
8999,PAYPAL *+1928366423,1,2
8999,PAYPAL *ZERLINEWEOA,1,2
9399,VA DMV ALTAVISTA CUST CTR,1,36
9402,USPS PO 3148900011,1,1
0000,DD:CITI SECURED -ACCT VER,1,65
0000,DD:PARX ONLINE C-RETRY PY,1,1
0000,EFT:11950670,1,2
0000,EFT:12242005,1,1
0000,EFT:12343027,1,1
0000,EFT:12521172,1,2
0000,ONLINE PMT-GEICO,1,4
3132,FRONTIER AI W7WLGS,2,2
3559,CANDLEWOOD INN SUITES,1,8
3650,RED ROOF INN #10232,1,3
3650,RED ROOF INN 093,1,13
3650,RED ROOF INNS 0090,1,10
3740,TOWNEPLACE BATON ROUGE,1,1
3811,PREMIER INNS METRO CTR,1,24
4121,LYFT   *RIDE MON 4AM,6,356
4131,RTD EAST 40TH/COLO,1,5
4722,EXPEDIA 7525913924686,1,1
4722,EXPEDIA 7526311571927,1,1
4722,HOTELSCOM9195671262380,1,2
4789,WHEELS-CHARGES.CO TEMP,3,66
4812,CELL KING61 W FAIRVIEW AV,1,2
4816,Microsoft*Ultimate 1 M,1,15
4829,CASH APP*ANDY CYRUS,1,1
4829,CASH APP*DAKOTA HAL,1,1
4829,CASH APP*DEE,2,55
4829,CASH APP*NERSI,1,1
4829,CASH APP*QNIKA DEBO,1,2
4829,CASH APP*SHEILA SMI,1,1
4829,FB *Amanda Edeliant,1,4
4829,FB *Massiah Amerson,1,1
4829,FB *Susan Humphrey,1,2
4829,PAYPAL *BURKEY52,1,1
4900,INDIAN ELECTRIC COOPERAT,1,17
5199,APPLY FITNESS NOW,1,10
5310,ARCOIRIS 98 CENT STORE,1,3
5310,DOLLAR-GENERAL # 6250 HIG,1,14
5310,DOLLAR-GENERAL #7320 W WA,1,10
5311,SAKS FIFTH AVE 6282901 WE,1,8
5331,FAMILY DOLLAR #117235466,1,56
5399,FUAD LLC,1,4
5411,99 CENTS ONLY ST1870 BELL,1,2
5411,CARDENAS MARKET #22,1,29
5411,FOOD LION #0760,1,35
5411,FRED-MEYER #0013FRED MEYE,1,67
5411,HY-VEE MADISON 1 675 S WH,1,48
5411,RAINBOW FOODS S,2,9
5411,WAL Wal-Mart Super 310955,1,5
5411,WAL Wal-Mart Super 552468,1,1
5411,WAL Wal-Mart Super 650239,1,2
5411,WAL-MART #06102765 W WASH,1,92
5411,WAL-MART #13853000 EAST F,2,120
5411,WAL-MART #2112,1,5
5411,WM SUPERCENTER #459,1,14
5499,BARTOLOME GROCERY & DELI,3,13
5499,HIGHLANDS FOOD MART,1,4
5499,SIX STARS MARKET,1,6
5533,ADVANCE AUTO PARTS #70905,1,2
5541,7-ELEVEN #84,1,72
5541,7-ELEVEN1109 S CAPITAL ST,1,54
5541,7-ELEVEN3362 TAMIAMI TRL,1,26
5541,7-ELEVEN5105 SUMMIT RIDGE,5,60
5541,BP#38608891103 ASHLAND R,1,29
5541,BP#7690050GOOD TO GO 11,1,45
5541,BP#9393141FILL N SAQPS,1,1
5541,CHEVRON 0098287,2,11
5541,CHEVRON 0098706,1,9
5541,CHEVRON/TOP STOP C-51,1,18
5541,CIRCLE K 01923 637 E 3,1,1
5541,CORNER STORE 1340,1,21
5541,CUMBERLAND FARMS 1296,1,34
5541,IANS 40 WESTERN AVE4439 W,1,3
5541,KAISER 66 MART,1,82
5541,RACETRAC 0249,1,27
5541,RACEWAY919,1,49
5541,ROCK CREEK GENERAL STORE,1,1
5541,ROYAL FARMS 100,1,20
5541,SHELL OIL 93004138700,1,2
5541,SHELL SERVICE STATION3275,1,41
5541,SHELL SERVICE STATION7410,1,25
5541,STORE 89,1,6
5541,WATER COMPASS  INC.,1,13
5542,CHEVRON 0207119,1,7
5542,CHEVRON 0302413,1,3
5542,SMITHS-FUEL #9364700 WEST,1,12
5542,SPEEDWAY 4959,1,12
5621,PAYPAL *SHEIN.COM,1,323
5631,COH*COACHOUTLET.COM,2,248
5631,PAYPAL *LOEM,1,1
5691,Burberry Ltd,1,10
5691,FASHION CITY,1,2
5699,PAYPAL *LUSHGOOD,1,8
5732,UCF*SHUNSOAR.COM,1,13
5734,GOOGLE *707INTERACTIVE,1,63
5734,PAYPAL *BELMENT,4,86
5812,APPLEBEES 075064675747,1,2
5812,CHACHOS #3,1,16
5812,FURRS 103,1,5
5812,GRUBHUBBUFFALOWILDWIN,2,255
5812,MI RANCHITO,1,56
5812,PALACE BUFFET,1,7
5812,PAYPAL *GRUBHUBFOOD THESH,1,1
5812,PIZZA HUT 034489,2,5
5812,TST* BENCHWARMERS - ST,1,3
5814,9335 Dominos Pizza,1,14
5814,JACK IN THE BOX 8300,1,15
5814,KFC K071072,2,26
5814,MCDONALD'S  F3494,1,83
5814,MCDONALD'S F4346,2,34
5814,MCDONALD'S F5635,2,82
5814,MYVENDINGREWARDS SCLHS VE,1,2
5814,POPEYES 10772,1,12
5814,PP*DUTCHBROSLL,3,864
5814,RALLY'S 8155,1,15
5814,SONIC DRIVE IN #4259,1,17
5814,SQ *DAIRY QUEEN OF CLINTO,1,11
5814,STARBUCKS STORE 06681,1,8
5814,SUBWAY        00005678,1,4
5814,SUBWAY        04125084,1,3
5814,Subway 34790,1,21
5814,TACO BELL 016800,1,17
5814,WISE GUYS DELI,1,8
5816,GOOGLE* Phantom EFX,12,257
5818,Prime Video*393D28M13,1,1
5912,CVS/PHARMACY #09 09556--1,1,6
5912,WALGREENS STORE 1950 NE B,1,19
5921,NNT EZ SHOP FOOD & 372687,1,1
5921,NNT GOLDMORE FOOD &561777,1,1
5942,AMAZON.COM*FE6A20J73 AMZN,1,1
5942,AMZN Mktp US*GK2HR3QR3,1,1
5942,AMZN Mktp US*ZC8JS0J13,1,1
5942,Amazon.com*CF9C37BX3,1,1
5943,NNT OFFICE FURNITUR882766,1,1
5943,PAYPAL *BID OCEAN,1,1
5946,PAYPAL *ANTS TECH,2,19
5947,Paparazzi LLC,1,774
5964,DIETHEALCARESUP8889730,1,1
5964,MCREBEAN.COM,1,3
5967,DESKDRAWERHELP.COM,1,2
5967,WWW.PHELPSERV.COM,1,45
5968,Amazon Prime*QP7P31MN3,1,1
5968,Amazon Prime*QQ8BM1DH3,1,1
5968,Amazon Prime*YM3KV1XZ3,1,1
5968,DYNAMIXSLIM.COM,1,1
5968,GOOGLE*YOUTUBE TV,1,73
5993,C & C SMOKE SHOP,1,5
5993,NNT TOBACCO WAREHOU971101,1,1
5993,SMOKE LIFE SMOKE AND VAPE,1,6
5994,NNT RIVERSIDE NEWS 532022,1,1
5999,FITNESS TODAY FOR YOU,1,7
5999,PAYPAL *NANCEEMADRI EBA,1,1
5999,PAYPAL *ROXANNESHOC EBA,1,1
5999,PAYPAL *SAIDELHA89 EBAY S,1,2
5999,VICTORIASSECRET.COM,15,2400
6011,7ELEVEN-FCTI6529 EAST BRU,2,28
6011,BRANCH BANKING AND TRUSTC,4,456
6011,CHASE3930 W CONGRESS ST,1,20
6011,Cardtronics CCS9326 W SR,2,13
6011,Cardtronics CCSP.MAIN ST,1,8
6011,Everi84-245 INDIO SPRINGS,1,44
6011,HDL DOTTYS  -K23259518000,2,6
6011,Hoosier Park Restaurant45,1,3
6011,KIMIA       -3730122600 P,1,24
6011,LK3387003230 PANTHERSVILL,1,1
6011,Lucky Lotto14 Chateau Dr,1,9
6011,PNC BANK1946 N 11TH ST,1,254
6011,PNC BANK2835 FOREST HLS S,2,54
6011,PUBLIX SUPER MAR1740 POLK,1,7
6011,Petro Food Mar2605 UNIVER,1,4
6011,QUIK STOP   -2758071901 N,1,4
6011,QUIKTRIP-TRANSFUND1449 IN,1,4
6011,REDDYS      -K598813520 S,1,7
6011,RIVER CITY F-3353842001 M,1,5
6011,RegionsSouth Side,1,8
6011,SECU1212 EAST COURT ST.,1,29
6011,SJ MART 3 - -3408291510 G,1,8
6011,TRANSFUND4432 NW 63RD,1,73
6011,Twice Daily 30443 HOPKINS,1,12
6011,U.S. BANKUS BANK 181ST &,1,23
6011,U.S. BANKUS BANK ELLET,1,9
6011,USAACATM194995 HWY 6 N,1,18
6011,Walmart Supercenter 73013,2,6
6012,ZEL*ANGELINA ROJAS,2,2
7011,THE CANTERBURY SUITES,1,8
7273,HPNTEK.COM,2,24
7311,FACEBK 95DJYQNL72,1,1
7311,FACEBK PUY4HQE972,1,2
7311,FACEBK YSK62SSCE2,1,2
7333,SP * CANVAS FRENZY,1,1
7392,FOOST.CO,1,5
7399,PassionAir,1,1
7542,BENNY''S PERKINS CARWASH,1,12
7832,MARCUS COUNTRY CLUB CONC,2,5
7991,WORLD OF COCA COLA ECO,1,3
7994,MIDWAY_ITELLER_KIOSK,3,22
7994,funzpoints-5m4zxrxep,1,1
7994,funzpoints-5m7ftgwap,1,1
7994,funzpoints-5manr7i0e,1,1
7994,funzpoints-5mcts32un,1,1
7994,funzpoints-5miu8k59k,1,1
7996,NNT GO BANANAS     470467,1,1
8699,WC *MON ESSEN FOR HOME,2,20
8999,RENTAL HISTORY REPORTS,3,43
8999,TOPHATT105050946,1,1
8999,TOPHATT105781116,1,1
9399,IN BMV INDPLS-LAWRENCE  5,1,9
0000,EFT:12352689,1,2
0000,EFT:12421100,1,1
0000,EFT:12690914,1,1
0000,ONLINE PMT-KLAY,1,1
4121,LYFT   *RIDE SAT 10AM,10,1567
4722,HOTELSCOM9195647998543,1,1
4722,HOTELSCOM9200684901887,1,1
4812,BOOST MOB BOOST MOBILE,5,53
4812,FM WIRELESS CENTER,1,1
4829,CASH APP*BASHIR ABD,1,2
4829,CASH APP*COLLIN JAC,1,1
4829,CASH APP*DONAJSHA,1,1
4829,CASH APP*HEAVEN*ADD,1,4
4829,CASH APP*IESHA,1,26
4829,CASH APP*JOAN,5,12
4829,CASH APP*KELLY,1,30
4829,CASH APP*MARKESHAA,4,4
4829,CASH APP*MARQUISHA,3,20
4829,CASH APP*RAINIECE,1,1
4829,CASH APP*TRASHAWN W,1,1
4829,CASH APP*YEENIEP,2,2
4829,FB *Courtney Blevins,1,1
4829,PAYPAL *STEWLINE,1,1
4900,SRP-POWER-DIST-PAYMENT,1,119
5251,HARBOR FREIGHT TOOLS29,1,394
5310,DOLLAR GENERAL # 1323 W R,1,10
5310,DOLLAR GENERAL #3801 UNIV,1,21
5310,DOLLAR GENERAL #4900 DOWN,1,29
5310,DOLLAR-GENERAL #16 S MAIN,2,49
5310,DOLLAR-GENERAL #18600-187,1,2
5310,GABRIEL BROS - 0079,1,13
5310,WAL-MART #1756Wal-Mart St,1,115
5310,WAL-MART #1917Wal-Mart St,1,36
5331,DOLLAR TREE2425 N TEXAS S,1,29
5331,DOLLAR TREE27597 CHARDON,1,11
5331,FAMILY DOLLAR #1223842 W,1,23
5331,FAMILY DOLLAR #73793428 B,2,44
5399,MIUMAR,1,7
5399,"VILLAGE DENTAL GROUP,",5,6
5411,FOOD4LESS #038916991 VALL,1,46
5411,KING SOOPERS #0052,1,8
5411,KROGER CO 354,2,17
5411,MEIJER 2905550 N KEYSTONE,1,8
5411,WAL Wal-Mart Super 042987,1,3
5411,WAL Wal-Mart Super 210813,1,4
5411,WAL-MART #00362802 WEST K,3,102
5411,WAL-MART #01901500 1ST ST,1,131
5411,WAL-MART #14761351 VETERA,1,136
5411,WAL-MART #22921275 NORTH,1,50
5411,WAL-MART #30184425 VENETU,1,53
5411,WAL-MART #589326090 INGER,1,34
5411,WAL-MART #70622324 S NEW,1,18
5411,WEGMANS FOOD MAR 601 AMHE,1,49
5499,BUTCHERBOX,1,4
5499,JAILATM COM,49,8307
5499,MULLENS MARKET & LIQUOR,1,22
5499,NNT FAMILY FOOD MAR480096,1,1
5499,SPEEDWAY MINI MART5100 S,1,43
5533,AUTOZONE  1354 3820 DYER,1,7
5541,ARCO#83057ARCO AMPM,2,82
5541,BAY FUELS13011 HIGHWAY 60,1,15
5541,CHEVRON/MLK BUSINESS HO,2,13
5541,CIRCLE K # 03444,1,57
5541,EXXONMOBIL    47867528,1,17
5541,KINGSTON VALERO,1,50
5541,TIME WISE # 818,2,30
5541,VALLEY DAIRY #203,5,30
5541,WAWA 5335     00053355,1,2
5542,ARCO #42370 AMPM,1,16
5542,CHEVRON 0210228,1,5
5542,CHEVRON/COGSRAM INC.,1,3
5542,CIRCLE K # 06060,1,37
5542,FOUR SEASONS CIT,2,7
5542,SUNOCO 0142477900,1,2
5611,PAYPAL *MIGUELIRIZA KSUBI,1,1
5621,PAYPAL *LOVELY,24,1086
5631,ADORN,1,1
5661,BOOT BARN # 2372473 NORTH,1,3
5661,VANS #04696000 W MARKHAM,1,2
5698,HAIR BUZZ,1,83
5698,OUTDEAR UK,1,3
5699,CITI TRENDS #2917900 NW 2,2,4
5734,GOOGLE *Geewa,1,79
5734,GOOGLE *SMG Studio,1,23
5734,GOOGLE *TAP4FUN,2,244
5734,GOOGLE *miniworld,1,3
5734,SP * BOMBVENDORS,1,7
5734,STREAMLABS* TIP TO THE,1,4
5812,CHEESECAKE SUMMERLIN,1,4
5812,DENNY'S #9238,1,8
5812,DOTTY'S 72,3,3
5812,HOLLYWOOD CONEY ISLAND,1,56
5812,MARCOS WORLD FAMOUS PIZZA,1,7
5812,PITKINS FISH & CHICKEN.,1,3
5812,PIZZA HUT 014459,1,6
5812,PIZZA HUT 241900024190,1,20
5812,PIZZA HUT 262300026237,1,21
5812,SHARKS FISH AND CHICKEN,2,125
5812,TST* WING SHACK -  GARDEN,1,5
5813,BWW 3458 WOOD VILLAGE,1,8
5813,OMO CLUB HOUSE BAR 461256,1,1
5814,3-C & S VENDING CO,2,18
5814,7106 Dominos Pizza,1,7
5814,AMTRAK DINING CAR    Q12,1,255
5814,BURGER KING #16348,1,11
5814,BURGER KING #7319  Q07,1,25
5814,CHECKERS 6239,1,29
5814,JACK IN THE BOX 0103,1,11
5814,JACK IN THE BOX 1593,1,30
5814,KFC D198006,1,4
5814,KFC G135126,1,18
5814,MARCO S PIZZA #4010,1,6
5814,MCDONALD'S F11305,2,67
5814,MCDONALD'S F18901,3,88
5814,MCDONALD'S F1910,2,27
5814,MCDONALD'S F24078,1,33
5814,MCDONALD'S F35656,1,71
5814,MCDONALD'S F37872,1,26
5814,MCDONALD'S F434,1,43
5814,MCDONALD'S F6827,1,45
5814,PANDA EXPRESS #528,1,6
5814,POPEYES 11405,2,26
5814,SONIC DRIVE IN #4769,1,21
5814,SUBWAY        00016006,1,4
5814,USA*CUYAHOGA GROUP,2,259
5814,WHITE CASTLE  010080,1,43
5814,WHITE CASTLE  020063,1,38
5815,ALPHAONLINEEDU 888752,1,5
5816,GOOGLE*DOUBLEUGAMES,2,171
5816,GOOGLE*ROBLOX,272,4841
5817,2CO.COM*DEGREETH,1,1
5818,Amazon Digit*2Q5EC3TL3,1,1
5818,Kindle Svcs*NZ66D4Z43,1,1
5818,Prime Video*LB1924AV3,1,1
5818,Prime Video*MY0HT4H53,1,1
5818,Prime Video*P30PX52U3,1,1
5818,Prime Video*WM15G7N93,1,1
5921,B & B PARTY STORE,1,65
5921,KENWOOD LIQUORS,1,11
5921,LIQUOR CABINET 2,1,65
5921,MADISON BEVERAGE WAREHOUS,1,42
5921,NNT RIDLEY BEVERAGE970572,1,1
5921,ROYAL FOODS & LI 3436 UNI,1,2
5921,SUNRISE WINE & L110-41 SU,1,1
5941,ACADEMY STORTS #51,1,20
5942,AMZN Mktp US*OB20V17T3,1,1
5942,AMZN Mktp US*SV54S9J53,1,1
5942,AMZN Mktp US*WZ4FH3HH3,1,1
5942,CULTURA         4572964,3,3
5964,BEAUTYKINTRUESKINCREAM,1,3
5964,FABFASHION LTD,1,56
5967,HOSTKASH.COM,1,3
5967,NETWORK 33,1,1
5967,dditservices.com,4,282
5968,AFRICANMANGOXT.COM,1,3
5968,Amazon Prime*SH16V0PL3,1,1
5968,BETTERBODYFITNESSMUSCL,1,4
5968,GOOGLE *Face Truth,1,2
5968,GOOGLE *UFoto,1,3
5968,SEARCH PUBLIC RECORDS,2,43
5977,Mollie *afrobeautystore,2,3
5993,MATT'S,1,5
5993,W 97 TOBACCO  DC P,1,5
5999,USA*SNACK SODA VENDING,1,1905
6011,127 PARTY ST-5081384938 S,3,5
6011,7ELEVEN-FCTI1618 INDIAN R,1,84
6011,ATMG H768235 S Hosmer,1,6
6011,BANK OF AMERICA*DANIEL VI,1,3
6011,BYLINE BANK3636 W 26TH ST,1,1
6011,Cardtronics CCS610  N CUM,3,45
6011,Cardtronics CCSP.1400 PAR,1,24
6011,D&J LAUNDROM-K1784531251,3,8
6011,ELAN # 04   -LI0004712749,1,7
6011,"EURONET USA, LLC17330 PAL",1,4
6011,Everi3001 STREET ROAD,2,65
6011,GRAND RAPIDS ST1601 GOLF,1,1
6011,Got Slots900 BLACKHAWK BL,1,4
6011,HUNTINGTON BAN202 N DETRO,1,8
6011,LLOYD FOODS -4251812101 N,11,34
6011,M&T BankM&T 2345 CARLISLE,4,9
6011,MANDZ220 BLUERID        U,3,15
6011,MJI1515 ERIE BLVD W LANE,2,79
6011,MembersAllianc3902 W. Riv,1,11
6011,PAI ISO1003 MCDANIEL ST S,2,11
6011,PAI ISO1104 S WILCOX DR,1,6
6011,PAI ISO1218 HWY 12 W,1,17
6011,PAI ISO1245 BAILEY AVE,3,32
6011,PAI ISO3904 14TH ST NW,1,3
6011,PAI ISO4158 W MADISON,2,18
6011,PAI ISO4436 ROBINSON RD,1,5
6011,PAI ISO5440 NW 19TH ST,1,22
6011,PNC BANK1490 3RD STREET,1,89
6011,PNC BANK3425 RIVERSIDE DR,4,215
6011,PUBLIX SUPER MAR5810 N MO,1,21
6011,QUICK STOP  -3274651702 N,1,9
6011,RegionsWESTPORT SH CTR,3,16
6011,Seneca Buf Promo1 FULTON,2,14
6011,TINEE GIANT -2456802001 L,2,13
6011,TRANSFUND2901 SW 44TH,1,149
6011,UMB4700 LAMAR,1,22
6011,Walmart Supercenter 85640,1,4
6051,MoonPay 3451,1,1
6513,ETT*RanchwoodRENT,1,2
6540,PREPAID SERVE,9,340
7011,AIRBNB  HMFE2N4Z58,1,2
7273,OLIGF.COM,1,6
7273,TRALV.COM,1,3
